,display_name,name,start_date,end_date,type
603168.XSHG,莎普爱思,SPAS,2014-07-02,2200-01-01,stock
603169.XSHG,兰石重装,LSZZ,2014-10-09,2200-01-01,stock
603177.XSHG,德创环保,DCHB,2017-02-07,2200-01-01,stock
603178.XSHG,圣龙股份,SLGF,2017-03-28,2200-01-01,stock
603179.XSHG,新泉股份,XQGF,2017-03-17,2200-01-01,stock
603180.XSHG,金牌厨柜,JPCG,2017-05-12,2200-01-01,stock
603181.XSHG,皇马科技,HMKJ,2017-08-24,2200-01-01,stock
603183.XSHG,建研院,JYY,2017-09-05,2200-01-01,stock
603185.XSHG,上机数控,SJSK,2018-12-28,2200-01-01,stock
603186.XSHG,华正新材,HZXC,2017-01-03,2200-01-01,stock
603187.XSHG,海容冷链,HRLL,2018-11-29,2200-01-01,stock
603188.XSHG,ST亚邦,STYB,2014-09-09,2200-01-01,stock
603189.XSHG,网达软件,WDRJ,2016-09-14,2200-01-01,stock
603192.XSHG,汇得科技,HDKJ,2018-08-28,2200-01-01,stock
603196.XSHG,日播时尚,RBSS,2017-05-31,2200-01-01,stock
603197.XSHG,保隆科技,BLKJ,2017-05-19,2200-01-01,stock
603198.XSHG,迎驾贡酒,YJGJ,2015-05-28,2200-01-01,stock
603199.XSHG,九华旅游,JHLY,2015-03-26,2200-01-01,stock
603200.XSHG,上海洗霸,SHXB,2017-06-01,2200-01-01,stock
603203.XSHG,快克股份,KKGF,2016-11-08,2200-01-01,stock
603208.XSHG,江山欧派,JSOP,2017-02-10,2200-01-01,stock
603214.XSHG,爱婴室,AYS,2018-03-30,2200-01-01,stock
603217.XSHG,元利科技,YLKJ,2019-06-20,2200-01-01,stock
603218.XSHG,日月股份,RYGF,2016-12-28,2200-01-01,stock
603220.XSHG,中贝通信,ZBTX,2018-11-15,2200-01-01,stock
603222.XSHG,济民制药,JMZY,2015-02-17,2200-01-01,stock
603223.XSHG,恒通股份,HTGF,2015-06-30,2200-01-01,stock
603225.XSHG,新凤鸣,XFM,2017-04-18,2200-01-01,stock
603226.XSHG,菲林格尔,FLGE,2017-06-15,2200-01-01,stock
603227.XSHG,雪峰科技,XFKJ,2015-05-15,2200-01-01,stock
603228.XSHG,景旺电子,JWDZ,2017-01-06,2200-01-01,stock
603229.XSHG,奥翔药业,AXYY,2017-05-09,2200-01-01,stock
603232.XSHG,格尔软件,GERJ,2017-04-21,2200-01-01,stock
603233.XSHG,大参林,DCL,2017-07-31,2200-01-01,stock
603236.XSHG,移远通信,YYTX,2019-07-16,2200-01-01,stock
603238.XSHG,诺邦股份,NBGF,2017-02-22,2200-01-01,stock
603239.XSHG,浙江仙通,ZJXT,2016-12-30,2200-01-01,stock
603256.XSHG,宏和科技,HHKJ,2019-07-19,2200-01-01,stock
603258.XSHG,电魂网络,DHWL,2016-10-26,2200-01-01,stock
603259.XSHG,药明康德,YMKD,2018-05-08,2200-01-01,stock
603260.XSHG,合盛硅业,HSGY,2017-10-30,2200-01-01,stock
603266.XSHG,天龙股份,TLGF,2017-01-10,2200-01-01,stock
603267.XSHG,鸿远电子,HYDZ,2019-05-15,2200-01-01,stock
603268.XSHG,松发股份,SFGF,2015-03-19,2200-01-01,stock
603269.XSHG,海鸥股份,HOGF,2017-05-17,2200-01-01,stock
603277.XSHG,银都股份,YDGF,2017-09-11,2200-01-01,stock
603278.XSHG,大业股份,DYGF,2017-11-13,2200-01-01,stock
603279.XSHG,景津环保,JJHB,2019-07-29,2200-01-01,stock
603283.XSHG,赛腾股份,STGF,2017-12-25,2200-01-01,stock
603286.XSHG,日盈电子,RYDZ,2017-06-27,2200-01-01,stock
603288.XSHG,海天味业,HTWY,2014-02-11,2200-01-01,stock
603289.XSHG,泰瑞机器,TRJQ,2017-10-31,2200-01-01,stock
603297.XSHG,永新光学,YXGX,2018-09-10,2200-01-01,stock
603298.XSHG,杭叉集团,HCJT,2016-12-27,2200-01-01,stock
603299.XSHG,苏盐井神,SYJS,2015-12-31,2200-01-01,stock
603300.XSHG,华铁应急,HTYJ,2015-05-29,2200-01-01,stock
603301.XSHG,振德医疗,ZDYL,2018-04-12,2200-01-01,stock
603303.XSHG,得邦照明,DBZM,2017-03-30,2200-01-01,stock
603305.XSHG,旭升股份,XSGF,2017-07-10,2200-01-01,stock
603306.XSHG,华懋科技,HMKJ,2014-09-26,2200-01-01,stock
603308.XSHG,应流股份,YLGF,2014-01-22,2200-01-01,stock
603309.XSHG,维力医疗,WLYL,2015-03-02,2200-01-01,stock
603311.XSHG,金海环境,JHHJ,2015-05-18,2200-01-01,stock
603313.XSHG,梦百合,MBH,2016-10-13,2200-01-01,stock
603315.XSHG,福鞍股份,FAGF,2015-04-24,2200-01-01,stock
603316.XSHG,诚邦股份,CBGF,2017-06-19,2200-01-01,stock
603317.XSHG,天味食品,TWSP,2019-04-16,2200-01-01,stock
603318.XSHG,派思股份,PSGF,2015-04-24,2200-01-01,stock
603319.XSHG,湘油泵,XYB,2016-11-30,2200-01-01,stock
603320.XSHG,迪贝电气,DBDQ,2017-05-02,2200-01-01,stock
603321.XSHG,梅轮电梯,MLDT,2017-09-15,2200-01-01,stock
603322.XSHG,超讯通信,CXTX,2016-07-28,2200-01-01,stock
603323.XSHG,苏农银行,SNYH,2016-11-29,2200-01-01,stock
603326.XSHG,我乐家居,WLJJ,2017-06-16,2200-01-01,stock
603327.XSHG,福蓉科技,FRKJ,2019-05-23,2200-01-01,stock
603328.XSHG,依顿电子,YDDZ,2014-07-01,2200-01-01,stock
603329.XSHG,上海雅仕,SHYS,2017-12-29,2200-01-01,stock
603330.XSHG,上海天洋,SHTY,2017-02-13,2200-01-01,stock
603331.XSHG,百达精工,BDJG,2017-07-05,2200-01-01,stock
603332.XSHG,苏州龙杰,SZLJ,2019-01-17,2200-01-01,stock
603333.XSHG,尚纬股份,SWGF,2012-05-07,2200-01-01,stock
603335.XSHG,迪生力,DSL,2017-06-20,2200-01-01,stock
603336.XSHG,宏辉果蔬,HHGS,2016-11-24,2200-01-01,stock
603337.XSHG,杰克股份,JKGF,2017-01-19,2200-01-01,stock
603338.XSHG,浙江鼎力,ZJDL,2015-03-25,2200-01-01,stock
603339.XSHG,四方科技,SFKJ,2016-05-19,2200-01-01,stock
603345.XSHG,安井食品,AJSP,2017-02-22,2200-01-01,stock
603348.XSHG,文灿股份,WCGF,2018-04-26,2200-01-01,stock
603351.XSHG,威尔药业,WEYY,2019-01-30,2200-01-01,stock
603355.XSHG,莱克电气,LKDQ,2015-05-13,2200-01-01,stock
603356.XSHG,华菱精工,HLJG,2018-01-24,2200-01-01,stock
603357.XSHG,设计总院,SJZY,2017-08-01,2200-01-01,stock
603358.XSHG,华达科技,HDKJ,2017-01-25,2200-01-01,stock
603359.XSHG,东珠生态,DZST,2017-09-01,2200-01-01,stock
603360.XSHG,百傲化学,BAHX,2017-02-06,2200-01-01,stock
603363.XSHG,傲农生物,ANSW,2017-09-26,2200-01-01,stock
603365.XSHG,水星家纺,SXJF,2017-11-20,2200-01-01,stock
603366.XSHG,日出东方,RCDF,2012-05-21,2200-01-01,stock
603367.XSHG,辰欣药业,CXYY,2017-09-29,2200-01-01,stock
603368.XSHG,柳药股份,LYGF,2014-12-04,2200-01-01,stock
603369.XSHG,今世缘,JSY,2014-07-03,2200-01-01,stock
603377.XSHG,东方时尚,DFSS,2016-02-05,2200-01-01,stock
603378.XSHG,亚士创能,YSCN,2017-09-28,2200-01-01,stock
603379.XSHG,三美股份,SMGF,2019-04-02,2200-01-01,stock
603380.XSHG,易德龙,YDL,2017-06-22,2200-01-01,stock
603383.XSHG,顶点软件,DDRJ,2017-05-22,2200-01-01,stock
603385.XSHG,惠达卫浴,HDWY,2017-04-05,2200-01-01,stock
603386.XSHG,广东骏亚,GDJY,2017-09-12,2200-01-01,stock
603387.XSHG,基蛋生物,JDSW,2017-07-17,2200-01-01,stock
603388.XSHG,元成股份,YCGF,2017-03-24,2200-01-01,stock
603389.XSHG,亚振家居,YZJJ,2016-12-15,2200-01-01,stock
603393.XSHG,新天然气,XTRQ,2016-09-12,2200-01-01,stock
603396.XSHG,金辰股份,JCGF,2017-10-18,2200-01-01,stock
603398.XSHG,邦宝益智,BBYZ,2015-12-09,2200-01-01,stock
603399.XSHG,吉翔股份,JXGF,2012-08-24,2200-01-01,stock
603416.XSHG,信捷电气,XJDQ,2016-12-21,2200-01-01,stock
603421.XSHG,鼎信通讯,DXTX,2016-10-11,2200-01-01,stock
603429.XSHG,集友股份,JYGF,2017-01-24,2200-01-01,stock
603444.XSHG,吉比特,JBT,2017-01-04,2200-01-01,stock
603456.XSHG,九洲药业,JZYY,2014-10-10,2200-01-01,stock
603458.XSHG,勘设股份,KSGF,2017-08-09,2200-01-01,stock
603466.XSHG,风语筑,FYZ,2017-10-20,2200-01-01,stock
603477.XSHG,振静股份,ZJGF,2017-12-18,2200-01-01,stock
603486.XSHG,科沃斯,KWS,2018-05-28,2200-01-01,stock
603488.XSHG,展鹏科技,ZPKJ,2017-05-16,2200-01-01,stock
603496.XSHG,恒为科技,HWKJ,2017-06-07,2200-01-01,stock
603499.XSHG,翔港科技,XGKJ,2017-10-16,2200-01-01,stock
603500.XSHG,祥和实业,XHSY,2017-09-04,2200-01-01,stock
603501.XSHG,韦尔股份,WEGF,2017-05-04,2200-01-01,stock
603505.XSHG,金石资源,JSZY,2017-05-03,2200-01-01,stock
603506.XSHG,南都物业,NDWY,2018-02-01,2200-01-01,stock
603507.XSHG,振江股份,ZJGF,2017-11-06,2200-01-01,stock
603508.XSHG,思维列控,SWLK,2015-12-24,2200-01-01,stock
603515.XSHG,欧普照明,OPZM,2016-08-19,2200-01-01,stock
603516.XSHG,淳中科技,CZKJ,2018-02-02,2200-01-01,stock
603517.XSHG,绝味食品,JWSP,2017-03-17,2200-01-01,stock
603518.XSHG,锦泓集团,JHJT,2014-12-03,2200-01-01,stock
603519.XSHG,立霸股份,LBGF,2015-03-19,2200-01-01,stock
603520.XSHG,司太立,STL,2016-03-09,2200-01-01,stock
603527.XSHG,众源新材,ZYXC,2017-09-07,2200-01-01,stock
603528.XSHG,多伦科技,DLKJ,2016-05-03,2200-01-01,stock
603530.XSHG,神马电力,SMDL,2019-08-05,2200-01-01,stock
603533.XSHG,掌阅科技,ZYKJ,2017-09-21,2200-01-01,stock
603535.XSHG,嘉诚国际,JCGJ,2017-08-08,2200-01-01,stock
603536.XSHG,惠发食品,HFSP,2017-06-13,2200-01-01,stock
603538.XSHG,美诺华,MNH,2017-04-07,2200-01-01,stock
603555.XSHG,贵人鸟,GRN,2014-01-24,2200-01-01,stock
603556.XSHG,海兴电力,HXDL,2016-11-10,2200-01-01,stock
603557.XSHG,起步股份,QBGF,2017-08-18,2200-01-01,stock
603558.XSHG,健盛集团,JSJT,2015-01-27,2200-01-01,stock
603559.XSHG,中通国脉,ZTGM,2016-12-02,2200-01-01,stock
603566.XSHG,普莱柯,PLK,2015-05-18,2200-01-01,stock
603567.XSHG,珍宝岛,ZBD,2015-04-24,2200-01-01,stock
603568.XSHG,伟明环保,WMHB,2015-05-28,2200-01-01,stock
603569.XSHG,长久物流,CJWL,2016-08-10,2200-01-01,stock
603577.XSHG,汇金通,HJT,2016-12-22,2200-01-01,stock
603578.XSHG,三星新材,SXXC,2017-03-06,2200-01-01,stock
603579.XSHG,荣泰健康,RTJK,2017-01-11,2200-01-01,stock
603580.XSHG,艾艾精工,AAJG,2017-05-25,2200-01-01,stock
603583.XSHG,捷昌驱动,JCQD,2018-09-21,2200-01-01,stock
603585.XSHG,苏利股份,SLGF,2016-12-14,2200-01-01,stock
603586.XSHG,金麒麟,JQL,2017-04-06,2200-01-01,stock
603587.XSHG,地素时尚,DSSS,2018-06-22,2200-01-01,stock
603588.XSHG,高能环境,GNHJ,2014-12-29,2200-01-01,stock
603589.XSHG,口子窖,KZJ,2015-06-29,2200-01-01,stock
603590.XSHG,康辰药业,KCYY,2018-08-27,2200-01-01,stock
603595.XSHG,东尼电子,DNDZ,2017-07-12,2200-01-01,stock
603596.XSHG,伯特利,BTL,2018-04-27,2200-01-01,stock
603598.XSHG,引力传媒,YLCM,2015-05-27,2200-01-01,stock
603599.XSHG,广信股份,GXGF,2015-05-13,2200-01-01,stock
603600.XSHG,永艺股份,YYGF,2015-01-23,2200-01-01,stock
603601.XSHG,再升科技,ZSKJ,2015-01-22,2200-01-01,stock
603602.XSHG,纵横通信,ZHTX,2017-08-10,2200-01-01,stock
603603.XSHG,博天环境,BTHJ,2017-02-17,2200-01-01,stock
603605.XSHG,珀莱雅,PLY,2017-11-15,2200-01-01,stock
603606.XSHG,东方电缆,DFDL,2014-10-15,2200-01-01,stock
603607.XSHG,京华激光,JHJG,2017-10-25,2200-01-01,stock
603608.XSHG,天创时尚,TCSS,2016-02-18,2200-01-01,stock
603609.XSHG,禾丰牧业,HFMY,2014-08-08,2200-01-01,stock
603611.XSHG,诺力股份,NLGF,2015-01-28,2200-01-01,stock
603612.XSHG,索通发展,STFZ,2017-07-18,2200-01-01,stock
603613.XSHG,国联股份,GLGF,2019-07-30,2200-01-01,stock
603615.XSHG,茶花股份,CHGF,2017-02-13,2200-01-01,stock
603616.XSHG,韩建河山,HJHS,2015-06-11,2200-01-01,stock
603617.XSHG,君禾股份,JHGF,2017-07-03,2200-01-01,stock
603618.XSHG,杭电股份,HDGF,2015-02-17,2200-01-01,stock
603619.XSHG,中曼石油,ZMSY,2017-11-17,2200-01-01,stock
603626.XSHG,科森科技,KSKJ,2017-02-09,2200-01-01,stock
603628.XSHG,清源股份,QYGF,2017-01-12,2200-01-01,stock
603629.XSHG,利通电子,LTDZ,2018-12-24,2200-01-01,stock
603630.XSHG,拉芳家化,LFJH,2017-03-13,2200-01-01,stock
603633.XSHG,徕木股份,LMGF,2016-11-17,2200-01-01,stock
603636.XSHG,南威软件,NWRJ,2014-12-30,2200-01-01,stock
603637.XSHG,镇海股份,ZHGF,2017-02-08,2200-01-01,stock
603638.XSHG,艾迪精密,ADJM,2017-01-20,2200-01-01,stock
603639.XSHG,海利尔,HLE,2017-01-12,2200-01-01,stock
603648.XSHG,畅联股份,CLGF,2017-09-13,2200-01-01,stock
603650.XSHG,彤程新材,TCXC,2018-06-27,2200-01-01,stock
603655.XSHG,朗博科技,LBKJ,2017-12-29,2200-01-01,stock
603656.XSHG,泰禾光电,THGD,2017-03-21,2200-01-01,stock
603657.XSHG,春光科技,CGKJ,2018-07-30,2200-01-01,stock
603658.XSHG,安图生物,ATSW,2016-09-01,2200-01-01,stock
603659.XSHG,璞泰来,PTL,2017-11-03,2200-01-01,stock
603660.XSHG,苏州科达,SZKD,2016-12-01,2200-01-01,stock
603661.XSHG,恒林股份,HLGF,2017-11-21,2200-01-01,stock
603662.XSHG,柯力传感,KLCG,2019-08-06,2200-01-01,stock
603663.XSHG,三祥新材,SXXC,2016-08-01,2200-01-01,stock
603665.XSHG,康隆达,KLD,2017-03-13,2200-01-01,stock
603666.XSHG,亿嘉和,YJH,2018-06-12,2200-01-01,stock
603667.XSHG,五洲新春,WZXC,2016-10-25,2200-01-01,stock
603668.XSHG,天马科技,TMKJ,2017-01-17,2200-01-01,stock
603669.XSHG,灵康药业,LKYY,2015-05-28,2200-01-01,stock
603676.XSHG,卫信康,WXK,2017-07-21,2200-01-01,stock
603677.XSHG,奇精机械,QJJX,2017-02-06,2200-01-01,stock
603678.XSHG,火炬电子,HJDZ,2015-01-26,2200-01-01,stock
603679.XSHG,华体科技,HTKJ,2017-06-21,2200-01-01,stock
603680.XSHG,今创集团,JCJT,2018-02-27,2200-01-01,stock
603681.XSHG,永冠新材,YGXC,2019-03-26,2200-01-01,stock
603683.XSHG,晶华新材,JHXC,2017-10-20,2200-01-01,stock
603685.XSHG,晨丰科技,CFKJ,2017-11-27,2200-01-01,stock
603686.XSHG,龙马环卫,LMHW,2015-01-26,2200-01-01,stock
603687.XSHG,大胜达,DSD,2019-07-26,2200-01-01,stock
603688.XSHG,石英股份,SYGF,2014-10-31,2200-01-01,stock
603689.XSHG,皖天然气,WTRQ,2017-01-10,2200-01-01,stock
603690.XSHG,至纯科技,ZCKJ,2017-01-13,2200-01-01,stock
603693.XSHG,江苏新能,JSXN,2018-07-03,2200-01-01,stock
603696.XSHG,安记食品,AJSP,2015-12-09,2200-01-01,stock
603697.XSHG,有友食品,YYSP,2019-05-08,2200-01-01,stock
603698.XSHG,航天工程,HTGC,2015-01-28,2200-01-01,stock
603699.XSHG,纽威股份,NWGF,2014-01-17,2200-01-01,stock
603700.XSHG,宁波水表,NBSB,2019-01-22,2200-01-01,stock
603701.XSHG,德宏股份,DHGF,2016-04-12,2200-01-01,stock
603703.XSHG,盛洋科技,SYKJ,2015-04-23,2200-01-01,stock
603706.XSHG,东方环宇,DFHY,2018-07-09,2200-01-01,stock
603707.XSHG,健友股份,JYGF,2017-07-19,2200-01-01,stock
603708.XSHG,家家悦,JJY,2016-12-13,2200-01-01,stock
603709.XSHG,中源家居,ZYJJ,2018-02-08,2200-01-01,stock
603711.XSHG,香飘飘,XPP,2017-11-30,2200-01-01,stock
603712.XSHG,七一二,QYE,2018-02-26,2200-01-01,stock
603713.XSHG,密尔克卫,MEKW,2018-07-13,2200-01-01,stock
603716.XSHG,塞力斯,SLS,2016-10-31,2200-01-01,stock
603717.XSHG,天域生态,TYST,2017-03-27,2200-01-01,stock
603718.XSHG,海利生物,HLSW,2015-05-15,2200-01-01,stock
603721.XSHG,中广天择,ZGTZ,2017-08-11,2200-01-01,stock
603722.XSHG,阿科力,AKL,2017-10-25,2200-01-01,stock
603725.XSHG,天安新材,TAXC,2017-09-06,2200-01-01,stock
603726.XSHG,朗迪集团,LDJT,2016-04-21,2200-01-01,stock
603727.XSHG,博迈科,BMK,2016-11-22,2200-01-01,stock
603728.XSHG,鸣志电器,MZDQ,2017-05-09,2200-01-01,stock
603729.XSHG,龙韵股份,LYGF,2015-03-24,2200-01-01,stock
603730.XSHG,岱美股份,DMGF,2017-07-28,2200-01-01,stock
603733.XSHG,仙鹤股份,XHGF,2018-04-20,2200-01-01,stock
603737.XSHG,三棵树,SKS,2016-06-03,2200-01-01,stock
603738.XSHG,泰晶科技,TJKJ,2016-09-28,2200-01-01,stock
603739.XSHG,蔚蓝生物,WLSW,2019-01-16,2200-01-01,stock
603755.XSHG,日辰股份,RCGF,2019-08-28,2200-01-01,stock
603757.XSHG,大元泵业,DYBY,2017-07-11,2200-01-01,stock
603758.XSHG,秦安股份,QAGF,2017-05-17,2200-01-01,stock
603766.XSHG,隆鑫通用,LXTY,2012-08-10,2200-01-01,stock
603767.XSHG,中马传动,ZMCD,2017-06-13,2200-01-01,stock
603768.XSHG,常青股份,CQGF,2017-03-24,2200-01-01,stock
603773.XSHG,沃格光电,WGGD,2018-04-17,2200-01-01,stock
603776.XSHG,永安行,YAX,2017-08-17,2200-01-01,stock
603777.XSHG,来伊份,LYF,2016-10-12,2200-01-01,stock
603778.XSHG,乾景园林,GJYL,2015-12-31,2200-01-01,stock
603779.XSHG,威龙股份,WLGF,2016-05-16,2200-01-01,stock
603786.XSHG,科博达,KBD,2019-10-15,2200-01-01,stock
603787.XSHG,新日股份,XRGF,2017-04-27,2200-01-01,stock
603788.XSHG,宁波高发,NBGF,2015-01-20,2200-01-01,stock
603789.XSHG,星光农机,XGNJ,2015-04-27,2200-01-01,stock
603790.XSHG,雅运股份,YYGF,2018-09-12,2200-01-01,stock
603797.XSHG,联泰环保,LTHB,2017-04-13,2200-01-01,stock
603798.XSHG,康普顿,KPD,2016-04-06,2200-01-01,stock
603799.XSHG,华友钴业,HYGY,2015-01-29,2200-01-01,stock
603800.XSHG,道森股份,DSGF,2015-12-10,2200-01-01,stock
603801.XSHG,志邦家居,ZBJJ,2017-06-30,2200-01-01,stock
603803.XSHG,瑞斯康达,RSKD,2017-04-20,2200-01-01,stock
603806.XSHG,福斯特,FST,2014-09-05,2200-01-01,stock
603808.XSHG,歌力思,GLS,2015-04-22,2200-01-01,stock
603809.XSHG,豪能股份,HNGF,2017-11-28,2200-01-01,stock
603810.XSHG,ST丰山,STFS,2018-09-17,2200-01-01,stock
603811.XSHG,诚意药业,CYYY,2017-03-15,2200-01-01,stock
603813.XSHG,原尚股份,YSGF,2017-09-18,2200-01-01,stock
603815.XSHG,交建股份,JJGF,2019-10-21,2200-01-01,stock
603816.XSHG,顾家家居,GJJJ,2016-10-14,2200-01-01,stock
603817.XSHG,海峡环保,HXHB,2017-02-20,2200-01-01,stock
603818.XSHG,曲美家居,QMJJ,2015-04-22,2200-01-01,stock
603819.XSHG,神力股份,SLGF,2016-11-25,2200-01-01,stock
603822.XSHG,嘉澳环保,JAHB,2016-04-28,2200-01-01,stock
603823.XSHG,百合花,BHH,2016-12-20,2200-01-01,stock
603825.XSHG,华扬联众,HYLZ,2017-08-02,2200-01-01,stock
603826.XSHG,坤彩科技,KCKJ,2017-04-14,2200-01-01,stock
603828.XSHG,柯利达,KLD,2015-02-26,2200-01-01,stock
603829.XSHG,洛凯股份,LKGF,2017-10-17,2200-01-01,stock
603833.XSHG,欧派家居,OPJJ,2017-03-28,2200-01-01,stock
603838.XSHG,四通股份,STGF,2015-07-01,2200-01-01,stock
603839.XSHG,安正时尚,AZSS,2017-02-14,2200-01-01,stock
603843.XSHG,正平股份,ZPGF,2016-09-05,2200-01-01,stock
603848.XSHG,好太太,HTT,2017-12-01,2200-01-01,stock
603855.XSHG,华荣股份,HRGF,2017-05-24,2200-01-01,stock
603856.XSHG,东宏股份,DHGF,2017-11-06,2200-01-01,stock
603858.XSHG,步长制药,BCZY,2016-11-18,2200-01-01,stock
603859.XSHG,能科股份,NKGF,2016-10-21,2200-01-01,stock
603860.XSHG,中公高科,ZGGK,2017-08-02,2200-01-01,stock
603861.XSHG,白云电器,BYDQ,2016-03-22,2200-01-01,stock
603863.XSHG,松炀资源,SYZY,2019-06-21,2200-01-01,stock
603866.XSHG,桃李面包,TLMB,2015-12-22,2200-01-01,stock
603867.XSHG,新化股份,XHGF,2019-06-27,2200-01-01,stock
603868.XSHG,飞科电器,FKDQ,2016-04-18,2200-01-01,stock
603869.XSHG,新智认知,XZRZ,2015-03-26,2200-01-01,stock
603871.XSHG,嘉友国际,JYGJ,2018-02-06,2200-01-01,stock
603876.XSHG,鼎胜新材,DSXC,2018-04-18,2200-01-01,stock
603877.XSHG,太平鸟,TPN,2017-01-09,2200-01-01,stock
603878.XSHG,武进不锈,WJBX,2016-12-19,2200-01-01,stock
603879.XSHG,永悦科技,YYKJ,2017-06-14,2200-01-01,stock
603880.XSHG,南卫股份,NWGF,2017-08-07,2200-01-01,stock
603881.XSHG,数据港,SJG,2017-02-08,2200-01-01,stock
603882.XSHG,金域医学,JYYX,2017-09-08,2200-01-01,stock
603883.XSHG,老百姓,LBX,2015-04-23,2200-01-01,stock
603885.XSHG,吉祥航空,JXHK,2015-05-27,2200-01-01,stock
603886.XSHG,元祖股份,YZGF,2016-12-28,2200-01-01,stock
603887.XSHG,城地股份,CDGF,2016-10-10,2200-01-01,stock
603888.XSHG,新华网,XHW,2016-10-28,2200-01-01,stock
603889.XSHG,新澳股份,XAGF,2014-12-31,2200-01-01,stock
603890.XSHG,春秋电子,CQDZ,2017-12-12,2200-01-01,stock
603895.XSHG,天永智能,TYZN,2018-01-22,2200-01-01,stock
603896.XSHG,寿仙谷,SXG,2017-05-10,2200-01-01,stock
603897.XSHG,长城科技,CCKJ,2018-04-10,2200-01-01,stock
603898.XSHG,好莱客,HLK,2015-02-17,2200-01-01,stock
603899.XSHG,晨光文具,CGWJ,2015-01-27,2200-01-01,stock
603900.XSHG,莱绅通灵,LSTL,2016-11-23,2200-01-01,stock
603901.XSHG,永创智能,YCZN,2015-05-29,2200-01-01,stock
603903.XSHG,中持股份,ZCGF,2017-03-14,2200-01-01,stock
603906.XSHG,龙蟠科技,LPKJ,2017-04-10,2200-01-01,stock
603908.XSHG,牧高笛,MGD,2017-03-07,2200-01-01,stock
603909.XSHG,合诚股份,HCGF,2016-06-28,2200-01-01,stock
603912.XSHG,佳力图,JLT,2017-11-01,2200-01-01,stock
603915.XSHG,国茂股份,GMGF,2019-06-14,2200-01-01,stock
603916.XSHG,苏博特,SBT,2017-11-10,2200-01-01,stock
603917.XSHG,合力科技,HLKJ,2017-12-04,2200-01-01,stock
603918.XSHG,金桥信息,JQXX,2015-05-28,2200-01-01,stock
603919.XSHG,金徽酒,JHJ,2016-03-10,2200-01-01,stock
603920.XSHG,世运电路,SYDL,2017-04-26,2200-01-01,stock
603922.XSHG,金鸿顺,JHS,2017-10-23,2200-01-01,stock
603926.XSHG,铁流股份,TLGF,2017-05-10,2200-01-01,stock
603927.XSHG,中科软,ZKR,2019-09-09,2200-01-01,stock
603928.XSHG,兴业股份,XYGF,2016-12-12,2200-01-01,stock
603929.XSHG,亚翔集成,YXJC,2016-12-30,2200-01-01,stock
603933.XSHG,睿能科技,RNKJ,2017-07-06,2200-01-01,stock
603936.XSHG,博敏电子,BMDZ,2015-12-09,2200-01-01,stock
603937.XSHG,丽岛新材,LDXC,2017-11-02,2200-01-01,stock
603938.XSHG,三孚股份,SFGF,2017-06-28,2200-01-01,stock
603939.XSHG,益丰药房,YFYF,2015-02-17,2200-01-01,stock
603955.XSHG,大千生态,DQST,2017-03-10,2200-01-01,stock
603956.XSHG,威派格,WPG,2019-02-22,2200-01-01,stock
603958.XSHG,哈森股份,HSGF,2016-06-29,2200-01-01,stock
603959.XSHG,百利科技,BLKJ,2016-05-17,2200-01-01,stock
603960.XSHG,克来机电,KLJD,2017-03-14,2200-01-01,stock
603963.XSHG,大理药业,DLYY,2017-09-22,2200-01-01,stock
603966.XSHG,法兰泰克,FLTK,2017-01-25,2200-01-01,stock
603967.XSHG,中创物流,ZCWL,2019-04-29,2200-01-01,stock
603968.XSHG,醋化股份,CHGF,2015-05-18,2200-01-01,stock
603969.XSHG,银龙股份,YLGF,2015-02-27,2200-01-01,stock
603970.XSHG,中农立华,ZNLH,2017-11-16,2200-01-01,stock
603976.XSHG,正川股份,ZCGF,2017-08-22,2200-01-01,stock
603977.XSHG,国泰集团,GTJT,2016-11-11,2200-01-01,stock
603978.XSHG,深圳新星,SZXX,2017-08-07,2200-01-01,stock
603979.XSHG,金诚信,JCX,2015-06-30,2200-01-01,stock
603980.XSHG,吉华集团,JHJT,2017-06-15,2200-01-01,stock
603982.XSHG,泉峰汽车,QFQC,2019-05-22,2200-01-01,stock
603983.XSHG,丸美股份,WMGF,2019-07-25,2200-01-01,stock
603985.XSHG,恒润股份,HRZG,2017-05-05,2200-01-01,stock
603986.XSHG,兆易创新,ZYCX,2016-08-18,2200-01-01,stock
603987.XSHG,康德莱,KDL,2016-11-21,2200-01-01,stock
603988.XSHG,中电电机,ZDDJ,2014-11-04,2200-01-01,stock
603989.XSHG,艾华集团,AHJT,2015-05-15,2200-01-01,stock
603990.XSHG,麦迪科技,MDKJ,2016-12-08,2200-01-01,stock
603991.XSHG,至正股份,ZZGF,2017-03-08,2200-01-01,stock
603992.XSHG,松霖科技,SLKJ,2019-08-26,2200-01-01,stock
603993.XSHG,洛阳钼业,LYMY,2012-10-09,2200-01-01,stock
603996.XSHG,ST中新,STZX,2015-12-22,2200-01-01,stock
603997.XSHG,继峰股份,JFGF,2015-03-02,2200-01-01,stock
603998.XSHG,方盛制药,FSZY,2014-12-05,2200-01-01,stock
603999.XSHG,读者传媒,DZCM,2015-12-10,2200-01-01,stock
688001.XSHG,华兴源创,HXYC,2019-07-22,2200-01-01,stock
688002.XSHG,睿创微纳,RCWN,2019-07-22,2200-01-01,stock
688003.XSHG,天准科技,THKJ,2019-07-22,2200-01-01,stock
688005.XSHG,容百科技,RBKJ,2019-07-22,2200-01-01,stock
